360	8
361	4
362	21
363	13
364	8
365	2
366	3
367	8
368	7
369	13
370	3
371	22
372	10
373	3
374	3 12
375	16 23
376	11
377	12
378	3
379	2
380	9
381	8
382	12 18
383	9
384	6
385	21
386	7
387	9
388	3
389	18 20
390	19
391	6
392	13
393	7
394	2
395	12 16
396	9 21
397	24
398	12
399	3
400	15
401	12
402	15
403	17
404	20
405	11
406	11 18
407	4
408	12
409	16
410	23
411	5 14
412	14
413	22
414	18
415	14
416	6
417	13
418	15
419	19
420	5
421	8
422	3
423	14
424	12
425	21
426	13
427	12
428	10
429	19
430	12
431	6
432	7
433	16
434	12
435	21
436	11 24
437	19
438	8 12
439	9 18
440	18
441	5 20
442	12
443	9
444	3
445	17
446	12
447	1
448	2
449	8 18
450	24
451	15
452	5 22
453	7
454	1
455	6
456	13
457	15
458	3 4
459	8
460	2
461	20
462	8
463	12
464	7
465	8
466	17
467	22
468	7 14
469	8
470	3
471	23
472	12
473	8
474	20
475	5
476	18
477	8
478	18 24
479	3
480	2
481	20
482	12
483	5
484	2
485	15
486	24
487	16
488	23
489	4
490	7
491	6
492	1
493	12
494	20
495	2 14
496	1
497	12
498	1
499	5
500	23
501	3
502	24
503	24
504	3
505	21
506	2 21
507	7
508	15
509	3
510	8
511	11
512	3
513	18
514	8
515	13
516	23
517	20
518	9
519	4
520	5
521	18
522	13
523	16
524	20
525	7
526	18
527	7
528	7 16
529	13
530	3
531	12
532	3
533	4
534	20
535	11
536	20
537	8
538	5
539	17 18
540	18
541	7
542	3
543	8
544	22
545	21
546	3
547	20
548	13
549	7
550	4
551	19
552	16
553	2
554	3
555	9 12
556	23
557	14
558	6
559	4
560	20
561	2
562	24
563	20
564	19
565	2
566	22
567	15 22
568	6
569	7
570	1
571	9
572	9
573	8
574	15
575	17
576	20
577	16
578	3
579	9
580	17 21
581	7
582	9
583	4
584	23
585	20
586	9
587	8
588	17
589	20
590	3
591	3
592	14
593	18
594	22
595	17
596	22
597	21
598	20
599	8
600	22
601	13 20
602	16
603	8
604	16
605	5
606	4
607	9
608	21
609	4
610	3
611	12
612	16
613	13
614	9
615	8
616	13
617	18
618	5
619	1
620	3
621	11
622	16
623	21
624	22
625	8
626	17
627	16
628	8
629	8
630	3
631	11
632	1
633	12
634	24
635	17
636	3
637	7
638	20
639	12
640	9
641	20
642	17
643	3
644	20
645	20
646	8
647	3
648	20
649	24
650	1
651	9
652	8 15
653	8
654	19
655	12
656	23
657	14 17
658	20
659	8
660	15
661	1 12
662	15
663	14
664	15
665	24
666	12
667	3
668	24
669	8
670	19
671	7
672	23
673	8
674	8
675	20
676	9
677	6
678	21
679	24
680	9
681	20
682	19
683	15
684	2 15
685	9
686	7
687	15
688	8
689	10
690	4 22
691	12
692	12
693	12 19
694	4
695	16
696	8
697	7 9
698	18
699	16
700	17
701	1
702	22
703	3
704	3
705	12
706	8
707	2 16
708	21
709	11
710	8
711	20
712	16
713	20
714	3
715	10
716	19
717	3
718	7
719	2
720	10
721	15
722	15
723	22
724	15
725	18
726	14
727	21
728	1
729	20
730	9
731	8
732	21
733	12 20
734	9
735	2 6
736	14
737	4
738	2
739	12 20
740	7
741	23
742	18
743	20
744	10
745	7 8
746	24
747	20
748	6
749	11
750	19
751	4
752	16
753	20
754	8
755	24
756	5
757	22
758	6
759	23
760	16
761	19 21
762	13
763	23
764	21
765	7
766	23
767	19
768	5 12
769	14
770	12
771	3
772	16
773	3
774	23
775	3 16
776	8 18
777	6
778	23
779	24
780	6
781	8
782	3
783	13
784	10
785	2
786	24
787	15
788	12
789	22
790	3
791	22
792	18
793	6
794	8
795	19
796	3
797	15
798	6 20
799	8
800	7
801	12
802	24
803	6
804	12
805	12
806	23
807	15
808	7
809	20
810	7
811	6
812	3 21
813	22
814	8
815	11 14
816	3
817	18
818	8
819	21
820	12
821	4
822	21
823	13
824	14
825	16
826	7
827	2 20
828	22 23
829	8
830	2
831	16
832	1
833	12
834	8
835	22
836	13
837	1
838	9
839	19
840	8 15
841	7
842	12
843	7
844	12
845	12
846	20
847	16
848	20
849	8
850	9
851	10
852	24
853	10
854	20
855	8
856	23
857	8
858	10
859	14
860	10
861	20
862	12
863	20
864	24
865	14
866	2
867	12 16
868	14
869	6
870	8
871	4
872	3
873	3
874	3
875	6
876	13
877	7
878	4
879	7
880	8
881	21
882	18 24
883	12
884	16
885	9
886	18
887	16
888	3 17
889	24
890	3
891	8
892	3
893	2
894	15
895	6
896	6
897	1
898	13
899	7 8
900	3
901	16
902	7
903	3
904	2 12
905	9
906	2
907	12
908	7 23
909	7
910	9
911	12
912	9
913	12
914	23
915	8
916	1
917	3
918	7
919	3
920	1
921	3
922	20 21
923	16
924	7 20
925	15
926	23
927	18
928	7
929	20
930	14 23
931	7
932	4
933	21
934	8
935	21
936	9
937	12
938	19
939	7
940	8
941	20
942	12
943	4
944	19
945	12
946	22
947	7
948	6 19
949	9
950	7
951	22
952	2
953	4
954	8
955	3
956	7
957	8 18
958	5 16
959	20
960	7
961	3
962	22
963	15
964	9
965	2
966	3
967	8
968	12
969	10 19
970	18
971	9
972	3
973	9
974	16
975	8
976	3 23
977	3
978	20
979	8
980	3
981	8
982	12 21
983	22
984	7
985	12
986	7
987	1 22
988	3
989	20
990	9
991	3 8
992	8
993	22
994	8
995	12
996	3
997	4 8
998	11 18
999	5 12
1000	3
